"id","name","Sinhala Name","author","translator","language","categoery"
"892","Buroe","","Manjula Senarathne","","Sinhala","Sinhala Novel"
"893","Koma","කෝමා","Robin Cook","Mahinda Karunarathna","Sinhala","English Translation Novel"
"894","Yabadawa Hinda","","Shari Lapena","Kasun niranga de soyza","Sinhala","English Translation Novel"
"895","Fahrenheit 451","ෆාරන්හයිට් 451","Ray Bradbury","Prabath mirihagalla","Sinhala","English Translation Novel"
"896","Bird box","බර්ඩ් බොක්ස්","Josh Malerman","Nimmi muditha herath","Sinhala","English Translation Novel"
"897","Malorie","මේලරි","Josh Malerman","Nimmi muditha herath","Sinhala","English Translation Novel"
"898","Indiana jhons (palingu his kabala)","","James Rollins","Imesh madushnka yapa","Sinhala","English Translation Novel"
"899","Ramses","","Cristian Jako","Manel Karunathilaka","Sinhala","African Translation"
"900","Heleniya","හෙලේනිය","Sir Arthur Conan Doyle","Upali Kannangara","Sinhala","English Translation Novel"
"901","kim","","Rudyard kipling","S. Nandalal","Sinhala","English Translation Novel"
"902","Hudekala Asaruwa","","Edgar Rice Burroughs","Kumara siriwardana","Sinhala","English Translation Novel"
"903","Tarzan ge  Gaweshanaya","","Edgar Rice Burroughs","Prabath mirihagalla","Sinhala","English Translation Novel"
"904","Dadayakkara kwartermen","","H. Rider Haggard","Prabath Mirihagalla","Sinhala","English Translation Novel"
"905","Rudraprayagaye mini kana diviya","","Jim Corbett","K.G.Karunathilaka","Sinhala","English Translation Novel"
"906","Dngakara Lamai","","Edith Nesbit","Chandra anagirathna","Sinhala","English Translation Novel"
"907","Kele heduna lamai","","Fredrick Marriyat","Chandra anagirathna","Sinhala","English Translation Novel"
"908","Swiss Family Robinson","","Johann Rudolf Wyss","Chandra anagirathna","Sinhala","English Translation Novel"
"909","Handa Nihanda","හඳ නිහඬ","Alex Michaelides","Kumara siriwardana","Sinhala","English Translation Novel"
"910","Olver Twist","ඔලිවර් ට්විස්ට්","Charles Dickens","Soma Senanayake","Sinhala","English Translation Novel"
"911","Keles parwatha","කෙලෙස් පර්වත","Samaraweera Wijayasinghe","","Sinhala","Sinhala Novel"
"912","Wikini Awasan","විකිණී අවසාන","Jinidu padma sri bandara","","Sinhala","Sinhala Novel"
"913","Athbuutha Akramanikayo","","","Disna weerawadana","Sinhala","English Translation Novel"
"914","Apoyyawa","අපෝයාව","Mahinda Prasad Masimbula","","Sinhala","Sinhala Novel"
"915","Maraka Poronduwa","","","Sandya Kulatunga","Sinhala","English Translation Novel"
"916","Weera puran appu","වීර පූරන් අප්පු","Wimalasena Ihalagama","","Sinhala","Sinhala Novel"
"917","Senkottan","සෙන්කොට්ටන්","Mahinda Prasad Masimbula","","Sinhala","Sinhala Novel"
"918","Kanda uda gindara","කඳ උඩ ගිඳර","Jackson Anthoney","","Sinhala","Sinhala Novel"
"919","Kasawakantaka","කසාවකාණ්ඨකා","Chandana Kariyawasam","","Sinhala","Sinhala Novel"
"920","Thihatha","","Surathda mel","","Sinhala","Sinhala Novel"
"921","Surathal sathunge roga","","Dr.Isuru anjula perera","","Sinhala","Other"
"922","Sri rawanna puwatha","","Badraji mahinda jayathilaka","","Sinhala","Sinhala Novel"
"923","Ayale giya sithaka satahan","","Tissa abesekara","","Sinhala","Other"
"924","Christy","ක‍්‍රිස්ටි","Catherine Marshall LeSourd","Ganga Niroshani Suduwelikanda","Sinhala","English Translation Novel"
"925","Christy 2","ක‍්‍රිස්ටි 2","Catherine Marshall LeSourd","Ganga niroshani suduwelikanda","Sinhala","English Translation Novel"
"926","Robinson Crusoe","රොබින්සන් ක‍්‍රූසෝ","Daniel Defoe","K G Karunathilaka","Sinhala","English Translation Novel"
"927","Kisiwak Ithiri Natha","","Fedrik Fosaith","Ananda Sellahewa","Sinhala","English Translation Novel"
"928","Frankenstein","ෆ්‍රැන්කෙන්ස්ටයින්","Mary Shelley","Chandra Anagirathna","Sinhala","English Translation Novel"
"929","Montezumazs Daughter","","H. Rider Haggard","Premasiri Mahingoda","Sinhala","English Translation Novel"
"930","Lublinaye Indrajalikaya","","Isaac Bashevis Singer","Neel Luckey Kristoper","Sinhala","English Translation Novel"
"931","Piyesi Kawluwa","","Jose Saramago","subashini Chaturika","Sinhala","English Translation Novel"
"932","Muhuda Yata Diwaina","","Isabel Allende","Niluka Kadurugamuwa","Sinhala","English Translation Novel"
"933","Waguru Bima","","","K G Karunathilaka","Sinhala","English Translation Short Stories"
"934","Diyamanthi Malaya","","","K G Karunathilaka","Sinhala","English Translation Short Stories"
"935","Iti Bolaya","","Guy De Maupassant","K G Karunathilaka","Sinhala","English Translation Short Stories"
"936","Haaduwa","","Anton Pavlovitch Tchehov","K G Karunathilaka","Sinhala","English Translation Short Stories"
"937","Makar Chudra","","Maxim Gorky","K G Karunathilaka","Sinhala","English Translation Short Stories"
"938","Rupa Wiparyasaya","","Franz Kafka","K G Karunathilaka","Sinhala","English Translation Short Stories"
"939","Bawa Turu Yata","","Samarawera wijesinghe","","Sinhala","Sinhala Novel"
"940","Malaka Suwada Siwsiya Gaw Aseya","","Piyadasa Welikannage","","Sinhala","Sinhala Novel"
"941","Fing","","David Williams","Upali ubayasekara","Sinhala","English Translation Children"
"942","Lalanayanaya","","Sannasgala","","Sinhala","Sinhala Novel"
"943","Awasan Awadi karanna","","","Damitha Nipunajith","Sinhala","Science Fiction"
"944","Bomba Thunak","","Muthumudalige Nissanka`","","Sinhala","Sinhala Novel"
"945","Horowpathane 1 weni D.R.O.","","A.P.A.Gunasekara","","Sinhala","Sinhala Novel"
"946","Emil thawamath lonneberiiye","","Astrid Lindgren","Vijitha Gunarathna","Sinhala","English Translation Children"
"947","Pawrubendi Rajjya","පෞරුෂ රාජ්‍ය","Badraji Mahinda Jayathilaka","","Sinhala","Sinhala Novel"
"948","Sulange Geethaya","","Thurley Fowler","Priyanka Kahawanugoda","Sinhala","English Translation Novel"
"949","Sithuwamen Nerapu Kindurek","","Sumudu Niragi Senewirathna","","Sinhala","Sinhala Short Stories"
"950","Peedithayo","","Mariano Azuela","Indika Gunawardana","Sinhala","English Translation Novel"
"951","Maranaye Rala Neguma","","Olga Tokarczuk","Rasmika Mandawala","Sinhala","English Translation Novel"
"952","Ran Makuna","","Edgar Allen Po","K.G.Karunathilake","Sinhala","English Translation Short stories"
"953","Prasenajith","ප‍්‍රසේනජිත්","Badraji Mahinda Jayathilaka","","Sinhala","Sinhala Novel"
"954","Dutimi Nethin Kasup Nirind","","Rupa Sriyani Ekanayaka","","Sinhala","Sinhala Novel"
"955","Nariya","","Fedrik Forsyth","Ananda Sellahewa","Sinhala","English Translation Novel"
"956","Marenna Kalin","මැරෙන්න කලින්","Jinidu Padma Sri Bandara","","Sinhala","Sinhala Novel"
"957","Govi Rajjuruwo","ගොවි රාජ්ජුරුවෝ","Isaac Bashevis Singer","Gamini Viyangoda","Sinhala","English Translation Novel"
"958","Alejandro Mytha ge sebe jivithaya","","Mario Vargas Llosa","Gamini Viyangoda","Sinhala","English Translation Novel"
"959","Visekari","","Mario Vargas Llosa","Gamini Viyangoda","Sinhala","English Translation Novel"
"960","Ran dewagana","","Chandana Mendis","","Sinhala","English Translation Novel"
"961","Johansburg kara","","Beverly Naidu","Chulananda Samaranayake","Sinhala","English Translation Novel"
"962","Gewena thura reya maha wesi adaheluni","","Buddhadeva Bose","Chulananda Samaranayake","Sinhala","English Translation Novel"
"963","Pituwahalweema","","Herta Muller","Chulananda Samaranayake","Sinhala","English Translation Novel"
"964","Rasthu April","","Santiago Roncagliolo","Chulananda Samaranayake","Sinhala","English Translation Novel"
"965","Jacob nnam borukiyanna","","Jurek Becker","D M S Ariyarathne","Sinhala","English Translation Novel"
"966","Daiva Mahimaya","","Oliver Goldsmith","R P Wijesinghe","Sinhala","English Translation Novel"
"967","Hiru besa giya pahu","","Chinua Achebe","Gamini Viyangoda","Sinhala","English Translation Novel"
"968","Michael K ge kaladawasa","","J M Coetzee","S Nandalal","Sinhala","English Translation Novel"
"969","Rahas Kumanthranaya","","W E Jones","P B Senanayake","Sinhala","English Translation Novel"
"970","Me Miniseku nam","","Primo Levi","Gamini viyangoda","Sinhala","English Translation Novel"
"971","Artemis","ආටමිස්","Andy Weir","Prabhath Mirihagalla","Sinhala","Science Fiction"
"972","Etha atheethyata giya americanuwa ","ඒ අතීතයට ගිය ඇමරිකානුවා","Mark Twain","Rani Senarathna","Sinhala","English Translation Novel"
"973","Shiva","","Amish Tripathi","Kumara siriwardana","Sinhala","English Translation Novel"
"974","Ivatt","","Guy de Maupassant","K G Karunathilaka","Sinhala","French Translation"
"975","Dandana Kandaura","","","K G Karunathilaka","Sinhala","English Translation Short Stories"
"976","Abirahas Vidda Chithraya","","Nikolai Vasilyevich Gogol","K G Karunathilake","Sinhala","Russian Translation Short Stories"
"977","Wikl Horawa","","Gabrial Garshiya Markesh","Niluka Kadurugamuwa","Sinhala","English Translation Novel"
"978","Maranaye Thenithalawa","","Mikhail Bulgakov","Pushpa Ranjan Wijesinghe","Sinhala","Russian Translation Novel"
"979","Hitlarge SS Hamudawa","","Frederick Forsyth","Abhaya Hewawasam","Sinhala","English Translation Novel"
"980","Unupan saha thawath ktha","","Konstantin Paustovsky","Jayntha Lal Rathnasekara","Sinhala","Russian Translation Short Stories"
"981","Yashodawa","යශෝදාව","Jayasena Jayakody","","Sinhala","Sinhala Novel"
"982","Badde Kulawamiya","","Roopa Sriyani Ekanayake","","Sinhala","Sinhala Novel"
"983","Goliyath Asipatha ","","David Wood","Sudath Rohan","Sinhala","English Translation Novel"
"984","Weeduru Maligawa","","Amitav Ghosh","Niluka Kadurugamuwa","Sinhala","English Translation Novel"
"985","Dahasgawdura","","Josef M Bauer","Nimmi Muditha Herath","Sinhala","English Translation Novel"
"986","Unabata Kuduwe Kurulla","","Hazel Gaynor","Aruni Shafeero","Sinhala","English Translation Novel"
"987","Kaha Una","","Laurie Halse Anderson","N.P.Wijerathna","Sinhala","English Translation Novel"
"988","Sodisi Warenthuwa","","Patric Modiano","S.Nandalal","Sinhala","English Translation Novel"
"989","Bethimathge Asipatha","","Jonthn Maberry","Susitha Ruwan","Sinhala","English Translation Novel"
"990","Welikathare Sinhaya","","Umar Mukthar","Upali Leelarathna","Sinhala","English Translation Novel"
"991","Mahalla saha Iringu Pelaya","මහල්ල සහ ඉරිඟු පෙලය","Yan Liyanke","Chulananda Samaranayaka","Sinhala","English Translation Novel"
"992","Bindunu Wilangu","","Booker T Washington","Plitha Jayakody","Sinhala","English Translation Novel"
"993","Wisipas wasaraka Wanadivi Thoraturu","","Thambugla Anandasiri Himi","isips","Sinhala","Sinhala Novel"
"994","Sagaraya Parada","","Melissa Fleming","Priyanka Kahawanugoda","Sinhala","English Translation Novel"
"995","Mlechchayo Enathuru","","J.M.Coetzee","Shyaman Hemakody","Sinhala","English Translation Novel"
"996","Dawala Duma Yathrawaa","","Chingiz Aithmathovq","Pushpa Ranjan Wijesinghe","Sinhala","Russian Translation Novel"
"997","Sarosek Bime Duk Geethaya","","Chingiz Aithmathov","Pushpa Ranjan Wijesinghe","Sinhala","Russian Translation Novel"
"998","Hama Kalu Nisa","","John Howard Griffin","Samarsinghe Gunasekara","Sinhala","English Translation Novel"
"999","Sarvanasa","","Jeff vandermeer","Susitha Ruwan","Sinhala","English Translation Novel"
"1000","Garu Konsalthuma","","Graham Greene","Gamini viyangoda","Sinhala","English Translation Novel"
"1001","Sisiraye Reyaka Magiyakunam","","Italo Calvino","Gamini viyangoda","Sinhala","English Translation Novel"
"1002","Harda Saksiyaka Andonawa","","Joseph Conrad","Gamini viyangoda","Sinhala","English Translation Novel"
"1003","Erange Lokaya","","Jim Shepard","Rohana Wettasinghe","Sinhala","English Translation Novel"
"1004","Sayuru Thera Sahan Bima","","Isabel Allende","Rohana Wettasinghe","Sinhala","English Translation Novel"
"1005","Angaharu Minisa","","Andy Weir","Tathsarani Bulathsinhala","Sinhala","English Translation Novel"
"1006","Mishan Ainstain","","Dean Koontz","Dileepa Jayakody","Sinhala","English Translation Novel"
"1007","Menik Asak Athi Kotiya","","Wilbur Smith","Susantha Kodithuwakku","Sinhala","English Translation Novel"
"1008","Nomala Maranaya","","Wilkie collins","Ather Fernando","Sinhala","English Translation Novel"
"1009","Thuranga Nimnaya","","Jean Marie Auel","Sudath Podirathna","Sinhala","English Translation Novel"
"1010","Ahasa Gugurana Handa","","Mildred D Taylor","Dewdu Senewirathna","Sinhala","English Translation Novel"
"1011","Kolaniya","කොළනිය","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1012","Athawesiyo","","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1013","Sudu Rookada","සුදු රූකඩ","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1014","As Benduma","","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1015","Wakkalama","","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1016","Weda Medura","","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1017","Soldara Gedara","","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1018","Awapathaya","","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1019","Nominissu","නෝමිනිස්සු","Jayakody Senewirathna","","Sinhala","Sinhala Novel"
"1020","Sisiraye Meda","","Isabel Allende","Gamini Palihena","Sinhala","English Translation Novel"
"1021","Paula","","Isabel Allende","Badraji Mahinda Jayathilaka","Sinhala","English Translation Novel"
"1022","Ulkawe Abirahasa","","Dan Brown","Cyril Chandrasekara Gunawardana","Sinhala","English Translation Novel"
"1023","Sandstorm","වැලිකුළු","James Rollins","Nawmee Kathyana Dhaemarathne","Sinhala","English translation novel"
"1024","Athlanthic Dadayama","","Andy McDermott","Manjula Dissanayake","Sinhala","English translation novel"
"1025","Excavation","කැණීම","James Rollins","Manjula Dissanayake","Sinhala","English translation novel"
"1026","Eden uyane altharaya","","James Rollins","Imesh Madusanka Yapa","Sinhala","English translation novel"
"1027","Unmatha","උන්මාද","Akila Shavinda Dissanayake","","Sinhala","Sinhala Novel"
"1028","Westaway Mahathmiyage maranaya","","Ruth Ware","Ganga Niroshini Suduwelikanda","Sinhala","English translation novel"
"1029","The girl in the ice","","Robert Bryndza","","English","English Novel"
"1030","Falling for Rachel","","Nora Roberts","","English","English Novel"
"1031","The 3 mistakes of my life","","Chetan Bhagat ","","English","English Novel"
"1032","Diyakada Pahana","","wijesena Dodamgoda","","Sinhala","English Translation Novel"
"1033","Pawee aa dumrotuwa","","G.G. Nandani","","Sinhala","Sinhala Novel"
"1034","Abirahas Jivitha Taranaya","","Tenison Perera","","Sinhala","Sinhala Novel"
"1035","Harry Potter 1","හේරි පොටර් 1","J K Rowling","","English","English Novel"
"1036","Harry Potter 2","හේරි පොටර් 2","J K Rowling","","English","English Novel"
"1037","Harry Potter 3","හේරි පොටර් 3","J K Rowling","","English","English Novel"
"1038","Harry Potter 4","හේරි පොටර් 4","J K Rowling","","English","English Novel"
"1039","Harry Potter 5","හේරි පොටර් 5","J K Rowling","","English","English Novel"
"1040","Harry Potter 6","හේරි පොටර් 6","J K Rowling","","English","English Novel"
"1041","Harry Potter 7","හේරි පොටර් 7","J K Rowling","","English","English Novel"
"1042","Emily","","L.M. Montgomery","Manel Jayanthi Gunasekara","Sinhala","English Translation Novel"
"1043","Sebe Minisekuge kathawak","","Baris Palavoy","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1044","MIyadunu Vila","","Hamid Ismailov","Chulananda Samaranayake","Sinhala","Russian Translation Novel"
"1045","Wangagiriya","","Albert Likhanov","Mahinda Senarath Gamage","Sinhala","Russian Translation Novel"
"1046","Don nadiya nisalawa gala basi 2","","Mikhail Sholokhov","Mahinda Senarath Gamage","Sinhala","Russian Translation Novel"
"1047","Don nadiya nisalawa gala basi 3","","Mikhail Sholokhov","Mahinda Senarath Gamage","Sinhala","Russian Translation Novel"
"1048","Don nadiya nisalawa gala basi 4","","Mikhail Sholokhov","Mahinda Senarath Gamage","Sinhala","Russian Translation Novel"
"1049","Unu hima","","Yuri Bondarev","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1050","Piyano Wadakaya","","Wladyslaw Szpilman","Chulananda Samaranayaka","Sinhala","Russian Translation Novel"
"1051","Mage Hapankam","","Gafur Gulyam","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1052","Kosha Gatha u minisa","කෝෂ ගත වූ මිනිසා","Anton Chekhov","H.Jayarathne","Sinhala","Russian Translation Novel"
"1053","19 weni Shathawarshaye Rusian Keti katha","","","Dedigama V Rodrigo","Sinhala","Russian Translation Short Stories"
"1054","Ran Rosa","","Konstantin Paustovsky","Ariyawansha Ranaweera","Sinhala","Russian Translation Novel"
"1055","Hima Kabaya","","Nikolai Gogol","Dedigama V Rodrigo","Sinhala","Russian Translation Short Stories"
"1056","Pilika Wattuwa","","Alexander Solzhenitsyn","Anula de Silva","Sinhala","Russian Translation Novel"
"1057","Depalu Karana lada Hadawathaka Chodana Pathraya","","Saadat Hasan Manto","Chulananda Samaranayaka","Sinhala","Indian Translation"
"1058","Dairyaye Rathu Salakuna","","Stephen Crane","Senarathne Weerasinghe","Sinhala","English Translation Novel"
"1059","Kung Fu 2","","Howard Lee","Senarathne Weerasinghe","Sinhala","English Translation Novel"
"1060","Kung Fu 3","","Howard Lee","Senarathne Weerasinghe","Sinhala","English Translation Novel"
"1061","Kung Fu 4","","Howard Lee","Senarathne Weerasinghe","Sinhala","English Translation Novel"
"1062","Nayakaya Marapu Dawasa","","Naguib Mahfouz","Chulananda Samaranayaka","Sinhala","African Translation"
"1063","Hima Bima Madin","හිම බිම මැදින්","Michael Morpurgo","Deepthi Mangala Rajapakshe","Sinhala","English Translation Novel"
"1064","Lankawa awata Diyayata Wikramayan","","Arthur C. Clarke","Mano Fernando","Sinhala","English Translation Novel"
"1065","Kiya","කූයා","Delia Owens","Nimmi Muditha Herath","Sinhala","English Translation Novel"
"1066","Oththukari","ඔත්තුකාරී","Paulo Coelho","Manjula Kaldera","Sinhala","English Translation Novel"
"1067","Mage diviseriya","","Charly Chaplin","Chulananda Samaranayaka","Sinhala","English Translation Novel"
"1068","Wurkayage Dawasa","","Frederick Forsyth","Abhaya Hewawasam","Sinhala","English Translation Novel"
"1069","Mul (yadam) 2","","Alex Haley","Ben Rusknack","Sinhala","English Translation Novel"
"1070","Mathaka Miyadena Sanda","","Ambalawanar Sivanandan","Hashitha Abewardana","Sinhala","English Translation Novel"
"1071","Kiyanu Was Pawathimi","","Gabrial Garcia Marquez","Maheshi Weerakoon","Sinhala","English Translation Novel"
"1072","Thirtha Yathrawe Wasara Gananawak","","Haruki Murakami","Manuel Jayasekara","Sinhala","English Translation Novel"
"1073","Hunting Party","","Lucy Foley","Tharushi Niranga Jayasinghe","Sinhala","English Translation Novel"
"1074","Damaraja","දාමරාජ","Isuru Umayanga Hidellarachchi","","Sinhala","Sinhala Novel"
"1075","Chutta","ඡුත්ත","Lahiru Kithalagama","","Sinhala","Sinhala Novel"
"1076","Yakkaraja","යක්කරාජ","Chandika Abeywickrama","","Sinhala","Sinhala Novel"
"1077","Aramadasa","ආරාමදාස","Ariyawansa Abeysekara","","Sinhala","Sinhala Novel"
"1078","Sansakkari","සංස්කාරකී","Manohari Jayalath","","Sinhala","Sinhala Novel"
"1079","Hadawath warak","හදවත් වරක්","Niluka Brandon","","Sinhala","Sinhala Novel"
"1080","Jivithaye Oil Pellam","","Tharindu Sri Lokugamage","","Sinhala","Sinhala Novel"
"1081","Eulosia","යූලෝශියා","Tharaka Kaldera","","Sinhala","Sinhala Novel"
"1082","Atawaka Puththu","අටවකා පුත්තු","Liyanage Amarakeerthi","","Sinhala","Sinhala Novel"
"1083","Munnakkare Sansare","මුන්නාකාරේ සංසාරේ","Manjula Wediwardena","","Sinhala","Sinhala Novel"
"1084","E ahabu Atheetha Hendewa","","Manjula Wediwardena","","Sinhala","Sinhala Novel"
"1085","Asiri Sirini 4","","Chithra I Perera","","Sinhala","Sinhala Short Stories"
"1086","miyedunu wila","","Hameed Ismailow","Chulananda Samaranayaka","Sinhala","Russian Translation Novel"
"1087","Kura handeki wiyekena","","Nobat Ayagamage","","Sinhala","Sinhala Novel"
"1088","Adisi Nadiya","","Kapila Kumara Kalinga","","Sinhala","Sinhala Novel"
"1089","Treblinkawe Awasan Yudewwa","","Chil Raichman","Kasun Niranga de Soysa","Sinhala","English Translation Novel"
"1090","Rip Van Winkle","","Washington Irving","Chandra Anagirathna","Sinhala","English Translation Novel"
"1091","Samuduru Mekala","","Nimal Bandara","","Sinhala","Children Sinhala"
"1092","Galge Kanda","","Nimal Bandara","","Sinhala","Children Sinhala"
"1093","Rangiri Arana","","Nimal Bandara","","Sinhala","Children Sinhala"
"1094","wana raja dahana","","Nimal Bandara","","Sinhala","Children Sinhala"
"1095","Heenaya","","G.B. Senanayaka","","Sinhala","Children Sinhala"
"1096","Maha Lobaya","","G.B. Senanayaka","","Sinhala","Children Sinhala"
"1097","Mal Kumari","","G.B. Senanayaka","","Sinhala","Children Sinhala"
"1098","Rath Handun Rupaya","","G.B. Senanayaka","","Sinhala","Children Sinhala"
"1099","Halmessa","","G.B. Senanayaka","","Sinhala","Children Sinhala"
"1100","Amba Kathawa","","G.B. Senanayaka","","Sinhala","Children Sinhala"
"1101","Melory Towers Balika Viduhala - 2","මේලරි ටවර්ස් - 2","Enid Blyton","Chandra Anagirathna","Sinhala","English Translation Children"
"1102","Melory Towers Balika Viduhala - 3","මේලරි ටවර්ස් - 3","Enid Blyton","Chandra Anagirathna","Sinhala","English Translation Children"
"1103","Melory Towers Balika Viduhala - 4","මේලරි ටවර්ස් - 4","Enid Blyton","Chandra Anagirathna","Sinhala","English Translation Children"
"1104","Melory Towers Balika Viduhala -5","මේලරි ටවර්ස් - 5","Enid Blyton","M.D.H. Senewirathna","Sinhala","English Translation Children"
"1105","Melory Towers Balika Viduhala - 6","මේලරි ටවර්ස් - 6","Enid Blyton","M.D.H.Senewirathna","Sinhala","English Translation Children"
"1106","D","","Manjula Senarathna","","Sinhala","Sinhala Novel"
"1107","Nariyage Horawa","","Jack Higgins","Nimal Disanayaka","Sinhala","English Translation Novel"
"1108","Windser Palahilawwa","","Jack Higgins","Nimal Disanayaka","Sinhala","English Translation Novel"
"1109","Modayo Merethi","","Mario Puzo","Piyal Panapitiya","Sinhala","English Translation Novel"
"1110","Wurka Nayakaya","","Alexandre Dumas","Kumara Siriwardana","Sinhala","English Translation Novel"
"1111","Aprikawe Wisiwasarak","","Karen Blixen","Indrani Karunarathna","Sinhala","English Translation Novel"
"1112","Anna Dakina Lokaya","","Jostein Gaarder","Rani Senarathna Rajapaksa","Sinhala","English Translation Novel"
"1113","Cheenayata Mandagami Bottuwakin","","","Rasmika Mandawala","Sinhala","English Translation Short Stories"
"1114","Kiyubanu Wiplawaye Mathaka Satahan","","Ernesto Che Guevara","Priyanjan Suresh De Silva","Sinhala","English Translation Novel"
"1115","Dereiyakage Prayamaya","","Mark Twain","Madhawi Senarathna","Sinhala","English Translation Novel"
"1116","Naniya","","C.S.Lewis","Prabath Mirihagalla","Sinhala","Science Fiction"
"1117","Palingu Bittaraya","","","Prabath Mirihagalla","Sinhala","Science Fiction"
"1118","Rawana Meheyuma 2","","Susitha Ruwan","","Sinhala","Science Fiction"
"1119","Maha Kalu Kuluna","","Evgeny Voiskunsky - Isai Lukodyanow","Madhawa Waidyarathna","Sinhala","Science Fiction"
"1120","Peris Walakulu","පෙරිස් වලකුලු","Manjula Wediwardena","","Sinhala","Sinhala Novel"
"1121","Rathu Iri Andina Atha ","රතු ඉරි අඳින ඇත","Liyanage Amarakeerthi","","Sinhala","Sinhala Novel"
"1122","Gedara Wata Sithiyama","ගෙදර වට සිතියම","Liyanage Amarakeerthi","","Sinhala","Sinhala Short Stories"
"1123","Krutheema Doopath","කෘතීම දූපත","Sunethra Rajakarunanayaka","","Sinhala","Sinhala Novel"
"1124","Thiwatha","තිවාත","Padmini Senewirathna","","Sinhala","Sinhala Novel"
"1125","Soviet Russian Ketikatha -1","","","Dedigama V Rodrigo","Sinhala","Russian Translation Short Stories"
"1126","Soviet Russian Ketikatha -2","","","Dedigama V Rodrigo","Sinhala","Russian Translation Short Stories"
"1127","Mala Nomala Minisa","","","Kumara Siriwardana","Sinhala","Horror"
"1128","Sudumeli Manaliya","","","Kumara Siriwardana","Sinhala","Horror"
"1129","Gathanaye Situwaraya","","Harold Robbins","Kumara Siriwardana","Sinhala","English Translation Novel"
"1130","Kalu Ethdala","","Robert Michael Ballantyne","Kumara Siriwardana","Sinhala","English Translation Novel"
"1131","Adrushyamana","අදෘශ්‍යමාන","Nimmi Muditha Herath","","Sinhala","Sinhala Novel"
"1132","The Godfather","ගාඩ්ෆාදර්","Mario Puzo","Piyal Panapitiya","Sinhala","English Translation Novel"
"1133","Etagehiyan","ඒගේ හිය","Stephen King","Dileepa Jayakody","Sinhala","English Translation Novel"
"1134","Kamare","කාමරේ","Emma Donoghue","Nimmi Muditha Herath","Sinhala","English Translation Novel"
"1135","Chinaman","චයිනාමෑන්","Shehan Karunathilaka","Dileepa Abeysekara","Sinhala","English Translation Novel"
"1136","1408","","","Nimmi Muditha Herath","Sinhala","English Translation Short Stories"
"1137","The Seven Moons Of Maali Almeida","","Shehan Karunathilaka","","English","Other"
"1138","Montare Withthi","","John Steinbeck","Loku Banda Tilakarathna","Sinhala","English Translation Novel"
"1139","Manuthapaya","මනුතාපය","Victor Hugo","I.M.R.A.Irriyagolla","Sinhala","French Translation"
"1140","Dewathapaya","","Edward Bulwer Lytton","I.M.R.A.Irriyagolla","Sinhala","English Translation Novel"
"1141","Saru Pasa","","Knut Hamsun","K.C. Perera / K.N.Rupasiri","Sinhala","English Translation Novel"
"1142","Siyalla hari yan","","H.D.I.Anthony","","Sinhala","Sinhala Novel"
"1143","Lonayanaya - 1","","Robert Jordan","Amavi Silva","Sinhala","English Translation Novel"
"1144","Lonayanaya - 2","","Robert Jordan","Amavi Silva","Sinhala","English Translation Novel"
"1145","Yaksaya Nonidayi","","Pearl S Buck","A. Dayananda Silva","Sinhala","English Translation Novel"
"1146","Dampehe Mamiya","","Anatholi Dneprow","Madhawa Waidyarathna","Sinhala","Science Fiction"
"1147","Hima Amma","","","Ganga Noroshini Suduwelikanda","Sinhala","Children english"
"1148","Dasa Dina","දස දිනා","Giovanni Boccaccio","Premasiri Mahingoda","Sinhala","Italy Translation Novel"
"1149","Hotalayaka Sihinaya","","Wibuthi Bushana Bandopadya","Wasantha Padmini","Sinhala","Indian Translation"
"1150","Terabithiya","","Katherine Paterson","Chithra Amarasekara","Sinhala","English Translation Novel"
"1151","Wyawachchedakaya","","Federico Andahazi","Gamini Viyangoda","Sinhala","English Translation Novel"
"1152","Hapana","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1153","Yowun Wiman","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1154","Lokanthaya","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1155","Nodaruwo saha Daruwo","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1156","Malsarawa","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1157","Wilasithawo","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1158","Peraliya","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1159","Mangala","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1160","Lasanda","","T.B. Ilangarathna","","Sinhala","Children Sinhala"
"1161","Pathala Loka Charika","","Wijayarathna Dolawatta","","Sinhala","Children Sinhala"
"1162","Arthika kuli Gathakayakuge Papochcharanaya","","John Perkins","Sepala Wijesekara","Sinhala","English Translation Novel"
